"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0015749","monosaccharide transmembrane transport","BP",92,23,22,0.0518055485485059,0.0361709874688222
"GO:0140238","presynaptic endocytosis","BP",48,14,10,0.0364280181452871,0.244092813775919
"GO:0009145","purine nucleoside triphosphate biosynthetic process","BP",48,14,10,0.0364280181452871,0.244092813775919
"GO:0048488","synaptic vesicle endocytosis","BP",48,14,10,0.0364280181452871,0.244092813775919
"GO:0071346","cellular response to interferon-gamma","BP",87,18,21,0.27979836741494,0.0364584520153108
"GO:0010811","positive regulation of cell-substrate adhesion","BP",87,20,21,0.131507805229458,0.0364584520153108
"GO:0007034","vacuolar transport","BP",123,28,28,0.0956337733375111,0.0365479811684498
"GO:0060326","cell chemotaxis","BP",215,49,34,0.0366306930222768,0.595663624952111
"GO:0008016","regulation of heart contraction","BP",144,32,32,0.102513870377313,0.0366442407527894
"GO:0044843","cell cycle G1/S phase transition","BP",192,42,41,0.0855265289666002,0.0367246823052997
"GO:0035089","establishment of apical/basal cell polarity","BP",15,6,4,0.0368599763314463,0.216948110615418
"GO:0090713","immunological memory process","BP",15,6,4,0.0368599763314463,0.216948110615418
"GO:0050820","positive regulation of coagulation","BP",15,6,2,0.0368599763314463,0.72608921547132
"GO:0006684","sphingomyelin metabolic process","BP",15,6,3,0.0368599763314463,0.449380071358352
"GO:0021954","central nervous system neuron development","BP",66,18,12,0.0370613222158149,0.383257127724359
"GO:0045814","negative regulation of gene expression, epigenetic","BP",66,18,16,0.0370613222158149,0.0601257189812343
"GO:1903364","positive regulation of cellular protein catabolic process","BP",127,31,26,0.0371300281760589,0.121008865480604
"GO:0006383","transcription by RNA polymerase III","BP",43,6,12,0.802380483480109,0.0371583663228406
"GO:0051306","mitotic sister chromatid separation","BP",57,16,14,0.0371826281868824,0.0686940804371885
"GO:0052547","regulation of peptidase activity","BP",321,70,62,0.037352251987007,0.0783686117744947
"GO:0009913","epidermal cell differentiation","BP",161,38,29,0.0373735585475864,0.300127713405821
"GO:0006040","amino sugar metabolic process","BP",31,10,4,0.0375732542766395,0.764536859476138
"GO:0008608","attachment of spindle microtubules to kinetochore","BP",31,10,9,0.0375732542766395,0.0529002749509176
"GO:0009187","cyclic nucleotide metabolic process","BP",31,10,8,0.0375732542766395,0.117601189047506
"GO:0007595","lactation","BP",31,10,2,0.0375732542766395,0.971212885768702
"GO:1900181","negative regulation of protein localization to nucleus","BP",31,10,6,0.0375732542766395,0.389894083819018
"GO:0035019","somatic stem cell population maintenance","BP",31,10,6,0.0375732542766395,0.389894083819018
"GO:0060047","heart contraction","BP",166,39,36,0.0377211552514718,0.0390683115470382
"GO:0042157","lipoprotein metabolic process","BP",113,24,26,0.200277599962171,0.0379605579907012
"GO:1903828","negative regulation of protein localization","BP",155,33,34,0.151234831009367,0.0379674423278773
"GO:0030168","platelet activation","BP",94,24,18,0.038232145226631,0.259009949039662
"GO:0007196","adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:0098937","anterograde dendritic transport","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:0015871","choline transport","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:0097278","complement-dependent cytotoxicity","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0042416","dopamine biosynthetic process","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0040016","embryonic cleavage","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:0051683","establishment of Golgi localization","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0060397","growth hormone receptor signaling pathway via JAK-STAT","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0075733","intracellular transport of virus","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:0030238","male sex determination","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0045141","meiotic telomere clustering","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:0002370","natural killer cell cytokine production","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:0002423","natural killer cell mediated immune response to tumor cell","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:1901977","negative regulation of cell cycle checkpoint","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:1903054","negative regulation of extracellular matrix organization","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:0034351","negative regulation of glial cell apoptotic process","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:0040015","negative regulation of multicellular organism growth","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:2001187","positive regulation of CD8-positive, alpha-beta T cell activation","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:1901978","positive regulation of cell cycle checkpoint","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:2000049","positive regulation of cell-cell adhesion mediated by cadherin","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:0031442","positive regulation of mRNA 3'-end processing","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:1903800","positive regulation of production of miRNAs involved in gene silencing by miRNA","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0031274","positive regulation of pseudopodium assembly","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0001921","positive regulation of receptor recycling","BP",8,4,0,0.038316792313302,1
"GO:0018298","protein-chromophore linkage","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0106380","purine ribonucleotide salvage","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:0033632","regulation of cell-cell adhesion mediated by integrin","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:0034350","regulation of glial cell apoptotic process","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:1901858","regulation of mitochondrial DNA metabolic process","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0002727","regulation of natural killer cell cytokine production","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:0002855","regulation of natural killer cell mediated immune response to tumor cell","BP",8,4,2,0.038316792313302,0.381824903958896
"GO:0031272","regulation of pseudopodium assembly","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0048478","replication fork protection","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0097264","self proteolysis","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:0090657","telomeric loop disassembly","BP",8,4,3,0.038316792313302,0.126827899201027
"GO:0046415","urate metabolic process","BP",8,4,1,0.038316792313302,0.757695592700884
"GO:0008654","phospholipid biosynthetic process","BP",198,42,42,0.123326686929377,0.0384137076483908
"GO:0071222","cellular response to lipopolysaccharide","BP",137,33,26,0.0384276770324927,0.221139044226545
"GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","BP",27,9,3,0.0387563407935366,0.837682152353252
"GO:0046685","response to arsenic-containing substance","BP",27,9,8,0.0387563407935366,0.059404612342257
"GO:0007431","salivary gland development","BP",27,9,4,0.0387563407935366,0.659433471205634
"GO:0033363","secretory granule organization","BP",27,9,5,0.0387563407935366,0.452047986408886
"GO:0140448","signaling receptor ligand precursor processing","BP",27,9,3,0.0387563407935366,0.837682152353252
"GO:0021885","forebrain cell migration","BP",48,13,13,0.072893668764343,0.0387739847791798
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","BP",48,11,13,0.224892954369153,0.0387739847791798
"GO:0097352","autophagosome maturation","BP",44,13,9,0.038855950582714,0.278762590818385
"GO:0001947","heart looping","BP",44,13,8,0.038855950582714,0.42427253343386
"GO:0009310","amine catabolic process","BP",25,4,8,0.674281291860007,0.0389040381242072
"GO:0006506","GPI anchor biosynthetic process","BP",25,3,8,0.847983909276341,0.0389040381242072
"GO:0006505","GPI anchor metabolic process","BP",25,3,8,0.847983909276341,0.0389040381242072
"GO:0051491","positive regulation of filopodium assembly","BP",25,7,8,0.142567879412422,0.0389040381242072
"GO:1905144","response to acetylcholine","BP",25,5,8,0.467178769963753,0.0389040381242072
"GO:0060561","apoptotic process involved in morphogenesis","BP",19,7,2,0.038935432623623,0.838461005119351
"GO:0071359","cellular response to dsRNA","BP",19,7,4,0.038935432623623,0.37292758162384
"GO:0070584","mitochondrion morphogenesis","BP",19,7,4,0.038935432623623,0.37292758162384
"GO:1902992","negative regulation of amyloid precursor protein catabolic process","BP",19,7,2,0.038935432623623,0.838461005119351
"GO:2000737","negative regulation of stem cell differentiation","BP",19,7,6,0.038935432623623,0.0741599765380975
"GO:0030859","polarized epithelial cell differentiation","BP",19,7,5,0.038935432623623,0.183982711283178
"GO:0060148","positive regulation of post-transcriptional gene silencing","BP",19,7,4,0.038935432623623,0.37292758162384
"GO:1900370","positive regulation of post-transcriptional gene silencing by RNA","BP",19,7,4,0.038935432623623,0.37292758162384
"GO:0045655","regulation of monocyte differentiation","BP",19,7,6,0.038935432623623,0.0741599765380975
"GO:0010996","response to auditory stimulus","BP",19,7,5,0.038935432623623,0.183982711283178
"GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","BP",34,10,10,0.0672499716319314,0.0391026446942947
"GO:0060261","positive regulation of transcription initiation from RNA polymerase II promoter","BP",34,8,10,0.249543861190945,0.0391026446942947
"GO:0031577","spindle checkpoint signaling","BP",34,10,10,0.0672499716319314,0.0391026446942947
"GO:0006820","anion transport","BP",378,81,70,0.0391212402599584,0.127020394003152
"GO:0030183","B cell differentiation","BP",103,15,24,0.839654790233293,0.0392546923823671
"GO:1903362","regulation of cellular protein catabolic process","BP",206,47,40,0.0393000362884831,0.126243675907337
"GO:0045639","positive regulation of myeloid cell differentiation","BP",71,19,13,0.0393210389059778,0.36472949284602
"GO:0021895","cerebral cortex neuron differentiation","BP",23,8,4,0.0393441233428725,0.526567047032355
"GO:0060122","inner ear receptor cell stereocilium organization","BP",23,8,5,0.0393441233428725,0.314023306212611
"GO:2000765","regulation of cytoplasmic translation","BP",23,8,5,0.0393441233428725,0.314023306212611
"GO:0010758","regulation of macrophage chemotaxis","BP",23,8,3,0.0393441233428725,0.745837761467269
"GO:0010165","response to X-ray","BP",23,8,6,0.0393441233428725,0.157502932477034
"GO:0014044","Schwann cell development","BP",23,8,6,0.0393441233428725,0.157502932477034
"GO:0034470","ncRNA processing","BP",327,71,59,0.0394268085621487,0.205126004270765
"GO:1901342","regulation of vasculature development","BP",221,50,43,0.0394643061229169,0.113911420764005
"GO:0046165","alcohol biosynthetic process","BP",98,16,23,0.689922171120963,0.0398356279352685
"GO:0006476","protein deacetylation","BP",98,24,23,0.0588960389532872,0.0398356279352685
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","BP",53,15,14,0.0399629094375729,0.0399374241896052
"GO:0033002","muscle cell proliferation","BP",152,36,28,0.0399405055299233,0.261767487913802
"GO:0002685","regulation of leukocyte migration","BP",152,36,24,0.0399405055299233,0.593613839064047
"GO:0061136","regulation of proteasomal protein catabolic process","BP",152,36,32,0.0399405055299233,0.0694716248453056
"GO:0050708","regulation of protein secretion","BP",177,38,38,0.120447821993088,0.0399734494169995
"GO:0006493","protein O-linked glycosylation","BP",62,17,8,0.0399871320789441,0.809817920853548
"GO:0003158","endothelium development","BP",93,21,22,0.142954397290326,0.040357502193553
"GO:0043242","negative regulation of protein-containing complex disassembly","BP",63,15,16,0.140415390742006,0.0412283922276856
"GO:0010827","regulation of glucose transmembrane transport","BP",63,16,16,0.0831568713276371,0.0412283922276856
"GO:0035176","social behavior","BP",40,12,10,0.0413360754790787,0.102516775917652
"GO:0051983","regulation of chromosome segregation","BP",78,18,19,0.142872611167897,0.0414142285322201
"GO:1901379","regulation of potassium ion transmembrane transport","BP",68,17,17,0.0855921523566485,0.0414787842019057
"GO:0006835","dicarboxylic acid transport","BP",73,16,18,0.217801600648853,0.0415286297771603
"GO:0043542","endothelial cell migration","BP",177,41,31,0.0415360878141298,0.351800415618772
"GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","BP",177,41,34,0.0415360878141298,0.164308551327491
"GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","BP",109,27,22,0.0416961299669743,0.160537885820125
"GO:0002762","negative regulation of myeloid leukocyte differentiation","BP",39,9,11,0.249242284637086,0.0418155661012715
"GO:0035307","positive regulation of protein dephosphorylation","BP",39,11,11,0.0737539733893824,0.0418155661012715
"GO:2000045","regulation of G1/S transition of mitotic cell cycle","BP",114,25,26,0.151511783010914,0.0418344195084894
"GO:0060759","regulation of response to cytokine stimulus","BP",138,33,30,0.0421458130711396,0.0540841027447197
"GO:0002183","cytoplasmic translational initiation","BP",21,6,7,0.156439224151318,0.0422160104759853
"GO:0070841","inclusion body assembly","BP",21,4,7,0.529325631970143,0.0422160104759853
"GO:0019359","nicotinamide nucleotide biosynthetic process","BP",21,4,7,0.529325631970143,0.0422160104759853
"GO:0048026","positive regulation of mRNA splicing, via spliceosome","BP",21,7,7,0.065091047101325,0.0422160104759853
"GO:0010800","positive regulation of peptidyl-threonine phosphorylation","BP",21,3,7,0.749490638459824,0.0422160104759853
"GO:0019363","pyridine nucleotide biosynthetic process","BP",21,4,7,0.529325631970143,0.0422160104759853
"GO:1901617","organic hydroxy compound biosynthetic process","BP",167,33,36,0.282729761756442,0.0422733228103069
"GO:0042254","ribosome biogenesis","BP",237,53,46,0.0422807957396497,0.108417978728304
"GO:0009838","abscission","BP",5,3,1,0.042451648543406,0.587658373825055
"GO:0044209","AMP salvage","BP",5,3,2,0.042451648543406,0.187955665106235
"GO:0098971","anterograde dendritic transport of neurotransmitter receptor complex","BP",5,3,2,0.042451648543406,0.187955665106235
"GO:0044339","canonical Wnt signaling pathway involved in osteoblast differentiation","BP",5,3,1,0.042451648543406,0.587658373825055
"GO:0071462","cellular response to water stimulus","BP",5,3,1,0.042451648543406,0.587658373825055
"GO:0071921","cohesin loading","BP",5,3,2,0.042451648543406,0.187955665106235
