"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0018345","protein palmitoylation","BP",29,10,20,0.477254243723698,0.0358968008661641
"GO:1901532","regulation of hematopoietic progenitor cell differentiation","BP",29,7,20,0.878455375073327,0.0358968008661641
"GO:2001222","regulation of neuron migration","BP",29,10,20,0.477254243723698,0.0358968008661641
"GO:0009156","ribonucleoside monophosphate biosynthetic process","BP",29,10,20,0.477254243723698,0.0358968008661641
"GO:0007422","peripheral nervous system development","BP",55,23,35,0.0920301360552339,0.0359729801849231
"GO:0015801","aromatic amino acid transport","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:0071501","cellular response to sterol depletion","BP",11,4,9,0.50249823185497,0.0360107339932743
"GO:0051299","centrosome separation","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:0009214","cyclic nucleotide catabolic process","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:0002327","immature B cell differentiation","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:0045475","locomotor rhythm","BP",11,0,9,1,0.0360107339932743
"GO:0048535","lymph node development","BP",11,6,9,0.109419884211898,0.0360107339932743
"GO:0070254","mucus secretion","BP",11,6,9,0.109419884211898,0.0360107339932743
"GO:0030889","negative regulation of B cell proliferation","BP",11,4,9,0.50249823185497,0.0360107339932743
"GO:0106057","negative regulation of calcineurin-mediated signaling","BP",11,3,9,0.746864642202591,0.0360107339932743
"GO:0070885","negative regulation of calcineurin-NFAT signaling cascade","BP",11,3,9,0.746864642202591,0.0360107339932743
"GO:0033004","negative regulation of mast cell activation","BP",11,4,9,0.50249823185497,0.0360107339932743
"GO:0055057","neuroblast division","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:0071028","nuclear mRNA surveillance","BP",11,4,9,0.50249823185497,0.0360107339932743
"GO:0071027","nuclear RNA surveillance","BP",11,4,9,0.50249823185497,0.0360107339932743
"GO:0002732","positive regulation of dendritic cell cytokine production","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:0045725","positive regulation of glycogen biosynthetic process","BP",11,4,9,0.50249823185497,0.0360107339932743
"GO:0033008","positive regulation of mast cell activation involved in immune response","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:0043306","positive regulation of mast cell degranulation","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:1901881","positive regulation of protein depolymerization","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:0034393","positive regulation of smooth muscle cell apoptotic process","BP",11,6,9,0.109419884211898,0.0360107339932743
"GO:0070207","protein homotrimerization","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:1901201","regulation of extracellular matrix assembly","BP",11,6,9,0.109419884211898,0.0360107339932743
"GO:0070316","regulation of G0 to G1 transition","BP",11,3,9,0.746864642202591,0.0360107339932743
"GO:0030852","regulation of granulocyte differentiation","BP",11,2,9,0.916255136428564,0.0360107339932743
"GO:0006991","response to sterol depletion","BP",11,4,9,0.50249823185497,0.0360107339932743
"GO:0098814","spontaneous synaptic transmission","BP",11,5,9,0.267532603604576,0.0360107339932743
"GO:0032933","SREBP signaling pathway","BP",11,4,9,0.50249823185497,0.0360107339932743
"GO:0048143","astrocyte activation","BP",19,7,14,0.424591466571893,0.0360576643769311
"GO:0046835","carbohydrate phosphorylation","BP",19,5,14,0.790027155215862,0.0360576643769311
"GO:0060351","cartilage development involved in endochondral bone morphogenesis","BP",19,5,14,0.790027155215862,0.0360576643769311
"GO:0021697","cerebellar cortex formation","BP",19,9,14,0.127735574478796,0.0360576643769311
"GO:0051085","chaperone cofactor-dependent protein refolding","BP",19,9,14,0.127735574478796,0.0360576643769311
"GO:2000737","negative regulation of stem cell differentiation","BP",19,3,14,0.971421880492291,0.0360576643769311
"GO:1901018","positive regulation of potassium ion transmembrane transporter activity","BP",19,7,14,0.424591466571893,0.0360576643769311
"GO:0071636","positive regulation of transforming growth factor beta production","BP",19,8,14,0.252092923263616,0.0360576643769311
"GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","BP",19,5,14,0.790027155215862,0.0360576643769311
"GO:0033081","regulation of T cell differentiation in thymus","BP",19,9,14,0.127735574478796,0.0360576643769311
"GO:1902600","proton transmembrane transport","BP",96,40,55,0.0362155036482182,0.114966965510205
"GO:0051905","establishment of pigment granule localization","BP",18,10,12,0.0362372265389123,0.130475914420267
"GO:0032616","interleukin-13 production","BP",18,10,11,0.0362372265389123,0.258295849780747
"GO:0071605","monocyte chemotactic protein-1 production","BP",18,10,11,0.0362372265389123,0.258295849780747
"GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","BP",18,10,11,0.0362372265389123,0.258295849780747
"GO:0006337","nucleosome disassembly","BP",18,10,13,0.0362372265389123,0.0539471978769052
"GO:2000637","positive regulation of miRNA-mediated gene silencing","BP",18,10,10,0.0362372265389123,0.429496697576327
"GO:0090208","positive regulation of triglyceride metabolic process","BP",18,10,9,0.0362372265389123,0.614756707141181
"GO:0018279","protein N-linked glycosylation via asparagine","BP",18,10,12,0.0362372265389123,0.130475914420267
"GO:0032656","regulation of interleukin-13 production","BP",18,10,11,0.0362372265389123,0.258295849780747
"GO:0071637","regulation of monocyte chemotactic protein-1 production","BP",18,10,11,0.0362372265389123,0.258295849780747
"GO:0097503","sialylation","BP",18,10,11,0.0362372265389123,0.258295849780747
"GO:0006829","zinc ion transport","BP",18,10,7,0.0362372265389123,0.892055512388501
"GO:0097035","regulation of membrane lipid distribution","BP",48,21,31,0.0669524961577618,0.0363149396755061
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",89,34,54,0.148243218687348,0.0365862394307499
"GO:0008637","apoptotic mitochondrial changes","BP",80,32,49,0.0944782711192883,0.0366489971994311
"GO:0044728","DNA methylation or demethylation","BP",80,34,49,0.0379017461560885,0.0366489971994311
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","BP",80,32,49,0.0944782711192883,0.0366489971994311
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","BP",107,44,62,0.0366620951474324,0.0785275579147192
"GO:0016577","histone demethylation","BP",24,12,17,0.0560874366153384,0.0368065685675085
"GO:0006691","leukotriene metabolic process","BP",24,6,17,0.841369436845896,0.0368065685675085
"GO:0045671","negative regulation of osteoclast differentiation","BP",24,10,17,0.224909144605189,0.0368065685675085
"GO:0009648","photoperiodism","BP",24,10,17,0.224909144605189,0.0368065685675085
"GO:0050850","positive regulation of calcium-mediated signaling","BP",24,10,17,0.224909144605189,0.0368065685675085
"GO:0045687","positive regulation of glial cell differentiation","BP",24,8,17,0.540302822624028,0.0368065685675085
"GO:0010592","positive regulation of lamellipodium assembly","BP",24,12,17,0.0560874366153384,0.0368065685675085
"GO:0010575","positive regulation of vascular endothelial growth factor production","BP",24,5,17,0.929742812466675,0.0368065685675085
"GO:0043304","regulation of mast cell degranulation","BP",24,9,17,0.370237317752864,0.0368065685675085
"GO:1901385","regulation of voltage-gated calcium channel activity","BP",24,9,17,0.370237317752864,0.0368065685675085
"GO:0051385","response to mineralocorticoid","BP",24,9,17,0.370237317752864,0.0368065685675085
"GO:0007626","locomotory behavior","BP",153,60,89,0.0458268014912225,0.0370392967053045
"GO:0048284","organelle fusion","BP",109,37,65,0.405485452223579,0.0370400983813148
"GO:0046085","adenosine metabolic process","BP",9,6,4,0.0372982847784288,0.759018782044954
"GO:0015810","aspartate transmembrane transport","BP",9,6,3,0.0372982847784288,0.916557058401164
"GO:0043482","cellular pigment accumulation","BP",9,6,6,0.0372982847784288,0.267079567593122
"GO:0140719","constitutive heterochromatin assembly","BP",9,6,6,0.0372982847784288,0.267079567593122
"GO:0042492","gamma-delta T cell differentiation","BP",9,6,5,0.0372982847784288,0.516311176762579
"GO:0006704","glucocorticoid biosynthetic process","BP",9,6,6,0.0372982847784288,0.267079567593122
"GO:0072497","mesenchymal stem cell differentiation","BP",9,6,7,0.0372982847784288,0.0964928162395687
"GO:0072205","metanephric collecting duct development","BP",9,6,7,0.0372982847784288,0.0964928162395687
"GO:0051573","negative regulation of histone H3-K9 methylation","BP",9,6,7,0.0372982847784288,0.0964928162395687
"GO:1900152","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP",9,6,6,0.0372982847784288,0.267079567593122
"GO:1900121","negative regulation of receptor binding","BP",9,6,7,0.0372982847784288,0.0964928162395687
"GO:0006591","ornithine metabolic process","BP",9,6,7,0.0372982847784288,0.0964928162395687
"GO:0055062","phosphate ion homeostasis","BP",9,6,4,0.0372982847784288,0.759018782044954
"GO:0043476","pigment accumulation","BP",9,6,6,0.0372982847784288,0.267079567593122
"GO:2001269","positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","BP",9,6,6,0.0372982847784288,0.267079567593122
"GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway","BP",9,6,7,0.0372982847784288,0.0964928162395687
"GO:0097104","postsynaptic membrane assembly","BP",9,6,5,0.0372982847784288,0.516311176762579
"GO:0018158","protein oxidation","BP",9,6,4,0.0372982847784288,0.759018782044954
"GO:0014819","regulation of skeletal muscle contraction","BP",9,6,7,0.0372982847784288,0.0964928162395687
"GO:0014870","response to muscle inactivity","BP",9,6,5,0.0372982847784288,0.516311176762579
"GO:0034134","toll-like receptor 2 signaling pathway","BP",9,6,5,0.0372982847784288,0.516311176762579
"GO:0036363","transforming growth factor beta activation","BP",9,6,7,0.0372982847784288,0.0964928162395687
"GO:0072506","trivalent inorganic anion homeostasis","BP",9,6,4,0.0372982847784288,0.759018782044954
"GO:0006568","tryptophan metabolic process","BP",9,6,4,0.0372982847784288,0.759018782044954
"GO:0055072","iron ion homeostasis","BP",64,27,40,0.0651424979008541,0.0376946859949286
"GO:0070167","regulation of biomineral tissue development","BP",64,23,40,0.318403659778766,0.0376946859949286
"GO:0043271","negative regulation of ion transport","BP",100,39,60,0.0994346324720357,0.0378581594387267
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","BP",43,20,28,0.0380523522818784,0.0397592773422706
"GO:0045995","regulation of embryonic development","BP",43,20,28,0.0380523522818784,0.0397592773422706
"GO:0098937","anterograde dendritic transport","BP",8,4,7,0.24108590181217,0.0381253044025098
"GO:0071447","cellular response to hydroperoxide","BP",8,3,7,0.510346552376315,0.0381253044025098
"GO:0071287","cellular response to manganese ion","BP",8,2,7,0.790378452767983,0.0381253044025098
"GO:0021681","cerebellar granular layer development","BP",8,4,7,0.24108590181217,0.0381253044025098
"GO:0097278","complement-dependent cytotoxicity","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:0097048","dendritic cell apoptotic process","BP",8,3,7,0.510346552376315,0.0381253044025098
"GO:0006265","DNA topological change","BP",8,4,7,0.24108590181217,0.0381253044025098
"GO:0090557","establishment of endothelial intestinal barrier","BP",8,3,7,0.510346552376315,0.0381253044025098
"GO:0070278","extracellular matrix constituent secretion","BP",8,3,7,0.510346552376315,0.0381253044025098
"GO:0019372","lipoxygenase pathway","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:0010587","miRNA catabolic process","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:0002370","natural killer cell cytokine production","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:0034115","negative regulation of heterotypic cell-cell adhesion","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:0002924","negative regulation of humoral immune response mediated by circulating immunoglobulin","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:0031441","negative regulation of mRNA 3'-end processing","BP",8,2,7,0.790378452767983,0.0381253044025098
"GO:0040015","negative regulation of multicellular organism growth","BP",8,4,7,0.24108590181217,0.0381253044025098
"GO:0033234","negative regulation of protein sumoylation","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:1900227","positive regulation of NLRP3 inflammasome complex assembly","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:0070863","positive regulation of protein exit from endoplasmic reticulum","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:0090037","positive regulation of protein kinase C signaling","BP",8,4,7,0.24108590181217,0.0381253044025098
"GO:0031274","positive regulation of pseudopodium assembly","BP",8,2,7,0.790378452767983,0.0381253044025098
"GO:0045989","positive regulation of striated muscle contraction","BP",8,1,7,0.95676020855722,0.0381253044025098
"GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","BP",8,3,7,0.510346552376315,0.0381253044025098
"GO:0006560","proline metabolic process","BP",8,4,7,0.24108590181217,0.0381253044025098
"GO:0043248","proteasome assembly","BP",8,2,7,0.790378452767983,0.0381253044025098
"GO:0106380","purine ribonucleotide salvage","BP",8,3,7,0.510346552376315,0.0381253044025098
"GO:0002864","regulation of acute inflammatory response to antigenic stimulus","BP",8,4,7,0.24108590181217,0.0381253044025098
"GO:0070587","regulation of cell-cell adhesion involved in gastrulation","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:1904714","regulation of chaperone-mediated autophagy","BP",8,1,7,0.95676020855722,0.0381253044025098
"GO:2000668","regulation of dendritic cell apoptotic process","BP",8,3,7,0.510346552376315,0.0381253044025098
"GO:0002727","regulation of natural killer cell cytokine production","BP",8,5,7,0.0793077347942956,0.0381253044025098
"GO:0035358","regulation of peroxisome proliferator activated receptor signaling pathway","BP",8,4,7,0.24108590181217,0.0381253044025098
"GO:1903286","regulation of potassium ion import","BP",8,2,7,0.790378452767983,0.0381253044025098
"GO:0031272","regulation of pseudopodium assembly","BP",8,2,7,0.790378452767983,0.0381253044025098
"GO:1901339","regulation of store-operated calcium channel activity","BP",8,3,7,0.510346552376315,0.0381253044025098
